hh_id,hh_cms_zone_gp,participation_group,signup_platform,diary_platform,num_days_complete,num_days_complete_weekday,num_days_complete_weekend,num_complete_mon,num_complete_tue,num_complete_wed,num_complete_thu,num_complete_fri,num_complete_sat,num_complete_sun,num_people,r_num_people,num_adults,num_kids,num_students,num_workers,num_vehicles,r_num_vehicles,num_trips,income_broad,primary_language,residence_type,residence_rent_own,home_county,vehicle_change,reduced_veh_1,reduced_veh_2,reduced_veh_3,reduced_veh_4,reduced_veh_5,reduced_veh_6,reduced_veh_7,reduced_veh_8,reduced_veh_997,increased_veh_1,increased_veh_2,increased_veh_3,increased_veh_4,increased_veh_5,increased_veh_6,increased_veh_7,increased_veh_8,increased_veh_997,ev_typical_charge_1,ev_typical_charge_2,ev_typical_charge_3,ev_typical_charge_4,ev_typical_charge_5,ev_typical_charge_6,ev_typical_charge_7,ev_typical_charge_997,ev_purchase,ev_purchase_barriers_1,ev_purchase_barriers_2,ev_purchase_barriers_3,ev_purchase_barriers_4,ev_purchase_barriers_5,num_bicycles,bicycle_type_1,bicycle_type_2,bicycle_type_997,bike_change,reduced_bike_1,reduced_bike_2,reduced_bike_3,reduced_bike_4,reduced_bike_5,reduced_bike_6,reduced_bike_7,reduced_bike_8,reduced_bike_997,increased_bike_1,increased_bike_2,increased_bike_3,increased_bike_4,increased_bike_5,increased_bike_6,increased_bike_7,increased_bike_8,increased_bike_9,increased_bike_997,bike_store_1,bike_store_2,bike_store_3,bike_store_4,bike_store_5,bike_store_6,bike_store_8,bike_store_9,bike_store_997,num_scooters,scooter_typical_charge_1,scooter_typical_charge_2,scooter_typical_charge_4,scooter_typical_charge_5,scooter_typical_charge_6,scooter_typical_charge_7,scooter_typical_charge_997,packages,hh_weight,new_num_people,new_num_adults,new_num_kids,new_num_vehicles,new_num_workers,new_income_broad,new_residence_type,new_num_students,new_residence_rent_own
22000050,1,9,rmove,rmove,5,4,1,1,1,1,0,1,1,0,3,3,3,0,1,1,1,1,4,3,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,359.5401128,3,4,0,1,1,1,1,0,4
22000105,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,1,0,0,61,3,1,2,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,1,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,1723.26058,2,2,0,0,1,2,1,0,4
22000128,1,9,rmove,rmove,6,4,2,1,1,0,1,1,1,1,5,5,3,2,0,1,1,1,53,4,1,4,2,36005,2,995,995,995,995,995,995,995,995,995,0,1,0,0,1,1,1,1,0,995,995,995,995,995,995,995,995,3,1,0,0,0,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1163.731813,5,3,2,1,1,3,4,0,2
22000430,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,30,3,1,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,203.8705725,1,1,0,1,0,2,4,0,2
22000460,1,9,rmove,rmove,5,4,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,9,3,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,177.3704643,1,1,0,0,1,2,1,0,1
22000533,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,0,0,41,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,959.7157168,2,2,0,0,2,1,4,0,2
22000607,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,2,1,1,58,5,2,5,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,3174.256313,3,2,1,1,2,5,5,0,1
22000655,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,1,2,1,2,1,1,34,2,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,333.376799,3,1,1,1,2,1,5,2,2
22000768,1,9,rmove,rmove,5,4,1,0,1,1,1,1,1,0,3,3,3,0,0,3,1,1,73,2,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,67.92033811,3,3,0,1,3,1,1,0,4
22000889,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,2,2,2,0,0,2,0,0,0,3,1,5,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,137.6135334,2,2,0,0,2,2,5,0,1
22000991,1,9,rmove,rmove,4,3,1,1,1,0,0,1,0,1,2,2,2,0,0,2,1,1,21,5,1,5,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,1,0,0,0,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,2740.263676,2,2,0,1,2,5,1,0,1
22001128,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,3,0,1,1,0,0,35,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,82.17347041,3,3,0,0,1,1,4,1,2
22001223,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,42,1,1,6,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,203.270437,1,1,0,0,0,1,1,0,1
22001276,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,38,3,1,3,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,288.9114388,2,1,0,1,1,2,3,0,2
22001306,1,9,rmove,rmove,5,3,2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,20,5,1,5,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,3,203.4393645,1,1,0,0,0,5,5,0,1
22001440,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,42,2,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,203.595924,1,1,0,0,1,1,5,0,2
22001486,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,2,2,2,0,0,2,0,0,3,4,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,494.1020323,2,2,0,0,2,3,5,0,2
22001518,1,3,browser,rmove,5,4,1,1,1,0,1,1,0,1,2,2,2,0,1,1,1,1,33,5,1,5,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,1,0,0,0,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,406.7660592,2,2,0,1,1,5,5,1,1
22001566,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,25,4,1,6,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,1,0,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,7,5043.332421,2,2,0,1,2,3,6,0,2
22001611,1,9,rmove,rmove,5,3,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,3,1,1,4,997,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,229.2950249,1,1,0,0,0,1,4,0,997
22001817,1,9,rmove,rmove,6,4,2,1,1,1,1,0,1,1,3,3,3,0,2,1,0,0,18,3,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,1534.656598,3,3,0,0,1,2,4,2,2
22001830,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,3,3,2,1,0,3,0,0,55,4,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,1,0,0,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,1690.817404,3,2,1,0,3,3,4,0,2
22001977,1,9,rmove,rmove,5,3,2,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,46,1,2,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,203.5912418,1,1,0,0,1,1,5,0,2
22001989,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,36,5,997,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,265.853167,2,2,0,1,2,5,4,0,2
22002287,1,9,rmove,rmove,6,4,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,19,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,203.7316851,1,1,0,0,1,1,4,0,2
22002390,1,9,rmove,rmove,6,4,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,999,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,10032.40369,1,1,0,0,0,8,4,0,2
22002570,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,2,2,0,2,0,0,46,1,1,2,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,1,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,1,326.0375652,4,2,2,0,2,1,2,0,2
22002583,1,9,rmove,rmove,4,4,0,1,0,1,1,1,0,0,5,5,2,3,0,1,0,0,31,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,1,0,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,3851.658673,5,2,3,0,1,1,4,0,2
22002589,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,5,5,5,0,0,5,1,1,39,3,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,2,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,590.8796895,5,5,0,1,5,1,1,0,4
22002798,1,9,rmove,rmove,5,4,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,28,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,203.5723445,1,1,0,0,0,1,4,0,2
22002918,1,1,browser,browser,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,4,2,1,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,1016.023774,1,1,0,1,0,1,4,0,2
22002932,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,8,999,1,2,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,798.010933,2,2,0,1,0,8,2,0,1
22002983,1,9,rmove,rmove,6,4,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,23,5,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,1084.617237,1,1,0,0,0,5,5,0,2
22003058,1,9,rmove,rmove,5,3,2,0,1,1,1,0,1,1,3,3,2,1,0,2,0,0,35,3,1,5,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,263.5153854,3,2,1,0,2,2,5,0,2
22003059,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,4,4,1,3,0,1,0,0,24,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,1796.557326,4,1,3,0,1,1,1,0,4
22003116,1,5,call,call,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,10,3,1,5,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,997,358.7899272,1,1,0,1,0,1,5,0,1
22003151,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,1,2,1,1,24,4,1,3,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,102.0314211,2,2,0,1,2,3,3,1,2
22003223,1,9,rmove,rmove,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,94,1,1,4,999,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,203.7784959,1,1,0,0,0,1,4,0,999
22003296,1,9,rmove,rmove,6,4,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,70,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,309.884785,1,1,0,0,0,1,4,0,2
22003372,1,1,browser,browser,1,1,0,0,0,1,0,0,0,0,5,5,4,1,0,2,1,1,1,3,1,4,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,1,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,2,137.4046207,5,4,1,1,2,2,4,0,2
22003430,1,9,rmove,rmove,6,4,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,39,3,1,3,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,203.2145554,1,1,0,0,1,1,1,0,4
22003464,1,9,rmove,rmove,4,3,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,8,1,1,2,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,0,0,0,2,595.8490888,1,1,0,0,1,1,2,0,2
22003642,1,1,browser,browser,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,3,3,1,5,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,3,431.4932515,1,1,0,0,1,2,5,0,1
22003649,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,4,4,2,2,0,2,1,1,63,5,1,5,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,995,995,995,4,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,1,159.7841908,4,2,2,1,2,5,5,0,1
22003665,1,9,rmove,rmove,6,5,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,65,3,1,4,1,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,203.7170131,1,1,0,1,1,2,4,0,1
22003785,1,3,browser,rmove,7,5,2,1,1,1,1,1,1,1,2,2,1,1,1,1,0,0,36,2,1,3,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,557.5765113,2,1,0,0,1,1,3,2,2
22003953,1,1,browser,browser,1,1,0,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,0,4,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,120.841464,2,2,0,0,1,3,4,0,2
22004035,1,3,browser,rmove,6,5,1,1,1,1,1,1,1,0,3,3,2,1,0,2,0,0,58,3,2,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,0,0,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,997,263.5153854,3,2,1,0,2,3,4,0,2
22004045,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,30,1,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,2,203.6915329,1,1,0,0,0,1,4,1,2
22004046,1,9,rmove,rmove,4,3,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,52,2,1,5,1,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,203.8477589,1,1,0,0,1,1,5,0,1
22004080,1,1,browser,browser,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,6,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,214.1674862,1,1,0,0,0,1,6,0,2
22004293,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,26,999,1,1,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,203.9032496,1,1,0,0,1,999,1,0,2
22004389,1,9,rmove,rmove,7,5,2,1,1,1,1,1,1,1,2,2,2,0,0,2,1,1,68,4,1,3,2,36005,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,1,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,999.0799804,2,2,0,1,2,3,3,0,2
22004526,1,9,rmove,rmove,5,3,2,0,1,1,1,0,1,1,2,2,2,0,0,0,0,0,20,2,1,4,2,36005,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,995,995,995,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,6,262.2639528,2,2,0,0,0,1,4,0,2
